fuel_purchase_id: FUEL00000001, trip_id: TRIP00051284, truck_id: TRK00045, driver_id: DRV00102, purchase_date: 2023-10-22 05:00:00, location_city: Columbus, location_state: MN, gallons: 131.6, price_per_gallon: 3.399, total_cost: 447.31, fuel_card_number: FC567161
fuel_purchase_id: FUEL00002653, trip_id: TRIP00057419, truck_id: TRK00061, driver_id: DRV00051, purchase_date: 2024-01-09 03:00:00, location_city: Miami, location_state: MN, gallons: 99.7, price_per_gallon: 3.913, total_cost: 390.13, fuel_card_number: FC386278
fuel_purchase_id: FUEL00002654, trip_id: TRIP00006198, truck_id: TRK00092, driver_id: DRV00069, purchase_date: 2022-03-21 20:00:00, location_city: Los Angeles, location_state: WA, gallons: 99.5, price_per_gallon: 4.505, total_cost: 448.25, fuel_card_number: FC847944
fuel_purchase_id: FUEL00002655, trip_id: TRIP00076435, truck_id: TRK00020, driver_id: DRV00128, purchase_date: 2024-09-10 00:00:00, location_city: Minneapolis, location_state: OR, gallons: 155.9, price_per_gallon: 4.081, total_cost: 636.23, fuel_card_number: FC680247
fuel_purchase_id: FUEL00002656, trip_id: TRIP00034203, truck_id: TRK00069, driver_id: DRV00028, purchase_date: 2023-03-14 12:00:00, location_city: Detroit, location_state: NC, gallons: 97.2, price_per_gallon: 4.272, total_cost: 415.24, fuel_card_number: FC175117
fuel_purchase_id: FUEL00002657, trip_id: TRIP00014165, truck_id: TRK00038, driver_id: DRV00138, purchase_date: 2022-07-01 06:00:00, location_city: Milwaukee, location_state: WA, gallons: 121.3, price_per_gallon: 4.756, total_cost: 576.9, fuel_card_number: FC428065
fuel_purchase_id: FUEL00002658, trip_id: TRIP00059053, truck_id: TRK00016, driver_id: DRV00064, purchase_date: 2024-02-01 06:00:00, location_city: Detroit, location_state: TX, gallons: 73.3, price_per_gallon: 4.015, total_cost: 294.3, fuel_card_number: FC591553
fuel_purchase_id: FUEL00002659, trip_id: TRIP00047000, truck_id: TRK00108, driver_id: DRV00045, purchase_date: 2023-08-27 10:00:00, location_city: Columbus, location_state: NY, gallons: 144.5, price_per_gallon: 3.34, total_cost: 482.63, fuel_card_number: FC392006
fuel_purchase_id: FUEL00002660, trip_id: TRIP00039562, truck_id: TRK00025, driver_id: DRV00051, purchase_date: 2023-05-23 00:00:00, location_city: Houston, location_state: WI, gallons: 141.3, price_per_gallon: 3.996, total_cost: 564.63, fuel_card_number: FC640682
fuel_purchase_id: FUEL00002661, trip_id: TRIP00026296, truck_id: TRK00074, driver_id: DRV00123, purchase_date: 2022-12-02 14:00:00, location_city: Memphis, location_state: PA, gallons: 96.8, price_per_gallon: 3.813, total_cost: 369.1, fuel_card_number: FC331739
fuel_purchase_id: FUEL00002662, trip_id: TRIP00025081, truck_id: TRK00062, driver_id: DRV00026, purchase_date: 2022-11-16 12:00:00, location_city: Atlanta, location_state: NC, gallons: 190.4, price_per_gallon: 3.779, total_cost: 719.52, fuel_card_number: FC538103
fuel_purchase_id: FUEL00002663, trip_id: TRIP00024623, truck_id: TRK00116, driver_id: DRV00070, purchase_date: 2022-11-11 19:00:00, location_city: Omaha, location_state: AZ, gallons: 67.9, price_per_gallon: 4.355, total_cost: 295.7, fuel_card_number: FC399827
fuel_purchase_id: FUEL00002664, trip_id: TRIP00070536, truck_id: TRK00018, driver_id: DRV00054, purchase_date: 2024-06-25 02:00:00, location_city: Charlotte, location_state: UT, gallons: 66.0, price_per_gallon: 3.658, total_cost: 241.43, fuel_card_number: FC281922
fuel_purchase_id: FUEL00002665, trip_id: TRIP00037341, truck_id: TRK00061, driver_id: DRV00029, purchase_date: 2023-04-24 22:00:00, location_city: Seattle, location_state: MI, gallons: 53.1, price_per_gallon: 3.676, total_cost: 195.2, fuel_card_number: FC682716
fuel_purchase_id: FUEL00002666, trip_id: TRIP00031382, truck_id: TRK00091, driver_id: DRV00103, purchase_date: 2023-02-05 15:00:00, location_city: Indianapolis, location_state: IN, gallons: 126.5, price_per_gallon: 4.005, total_cost: 506.63, fuel_card_number: FC601039
fuel_purchase_id: FUEL00002667, trip_id: TRIP00008814, truck_id: TRK00073, driver_id: DRV00081, purchase_date: 2022-04-25 11:00:00, location_city: Columbus, location_state: OR, gallons: 174.5, price_per_gallon: 3.403, total_cost: 593.82, fuel_card_number: FC444608
fuel_purchase_id: FUEL00002668, trip_id: TRIP00032960, truck_id: TRK00067, driver_id: DRV00061, purchase_date: 2023-02-28 22:00:00, location_city: Denver, location_state: TN, gallons: 83.8, price_per_gallon: 3.269, total_cost: 273.94, fuel_card_number: FC770651
fuel_purchase_id: FUEL00002669, trip_id: TRIP00048931, truck_id: TRK00064, driver_id: DRV00123, purchase_date: 2023-09-21 22:00:00, location_city: Omaha, location_state: CA, gallons: 107.1, price_per_gallon: 3.512, total_cost: 376.14, fuel_card_number: FC757839
fuel_purchase_id: FUEL00002670, trip_id: TRIP00079258, truck_id: TRK00103, driver_id: DRV00141, purchase_date: 2024-10-13 19:00:00, location_city: Omaha, location_state: NE, gallons: 69.4, price_per_gallon: 3.931, total_cost: 272.81, fuel_card_number: FC301973
fuel_purchase_id: FUEL00002671, trip_id: TRIP00037880, truck_id: TRK00029, driver_id: DRV00100, purchase_date: 2023-04-30 23:00:00, location_city: Portland, location_state: TN, gallons: 195.2, price_per_gallon: 4.061, total_cost: 792.71, fuel_card_number: FC677844
fuel_purchase_id: FUEL00002672, trip_id: TRIP00030930, truck_id: TRK00033, driver_id: DRV00020, purchase_date: 2023-01-31 01:00:00, location_city: Columbus, location_state: IN, gallons: 115.9, price_per_gallon: 4.165, total_cost: 482.72, fuel_card_number: FC393316
fuel_purchase_id: FUEL00002673, trip_id: TRIP00081699, truck_id: TRK00101, driver_id: DRV00081, purchase_date: 2024-11-14 00:00:00, location_city: Columbus, location_state: OH, gallons: 126.8, price_per_gallon: 3.465, total_cost: 439.36, fuel_card_number: FC320183
fuel_purchase_id: FUEL00002674, trip_id: TRIP00004422, truck_id: TRK00009, driver_id: DRV00084, purchase_date: 2022-02-28 11:00:00, location_city: Houston, location_state: TX, gallons: 100.2, price_per_gallon: 4.71, total_cost: 471.94, fuel_card_number: FC639025
fuel_purchase_id: FUEL00002675, trip_id: TRIP00043759, truck_id: TRK00052, driver_id: DRV00045, purchase_date: 2023-07-16 05:00:00, location_city: Seattle, location_state: NV, gallons: 146.0, price_per_gallon: 4.414, total_cost: 644.44, fuel_card_number: FC527712
fuel_purchase_id: FUEL00002676, trip_id: TRIP00038857, truck_id: TRK00113, driver_id: DRV00148, purchase_date: 2023-05-15 08:00:00, location_city: Philadelphia, location_state: TX, gallons: 198.5, price_per_gallon: 3.253, total_cost: 645.72, fuel_card_number: FC683913
fuel_purchase_id: FUEL00002677, trip_id: TRIP00043644, truck_id: TRK00015, driver_id: DRV00084, purchase_date: 2023-07-16 01:00:00, location_city: Portland, location_state: MO, gallons: 136.0, price_per_gallon: 4.031, total_cost: 548.22, fuel_card_number: FC374765
fuel_purchase_id: FUEL00002678, trip_id: TRIP00037107, truck_id: TRK00026, driver_id: DRV00056, purchase_date: 2023-04-20 13:00:00, location_city: New York, location_state: WA, gallons: 139.5, price_per_gallon: 4.2, total_cost: 585.9, fuel_card_number: FC679919
fuel_purchase_id: FUEL00002679, trip_id: TRIP00007572, truck_id: TRK00089, driver_id: DRV00003, purchase_date: 2022-04-07 01:00:00, location_city: Chicago, location_state: WI, gallons: 113.7, price_per_gallon: 4.642, total_cost: 527.8, fuel_card_number: FC574739
fuel_purchase_id: FUEL00002680, trip_id: TRIP00045875, truck_id: TRK00041, driver_id: DRV00066, purchase_date: 2023-08-12 10:00:00, location_city: Miami, location_state: MO, gallons: 168.8, price_per_gallon: 3.468, total_cost: 585.4, fuel_card_number: FC605783
fuel_purchase_id: FUEL00002681, trip_id: TRIP00019384, truck_id: TRK00091, driver_id: DRV00122, purchase_date: 2022-09-06 04:00:00, location_city: Kansas City, location_state: CA, gallons: 122.8, price_per_gallon: 4.15, total_cost: 509.62, fuel_card_number: FC882797
fuel_purchase_id: FUEL00002682, trip_id: TRIP00080953, truck_id: nan, driver_id: DRV00062, purchase_date: 2024-11-06 16:00:00, location_city: Detroit, location_state: WA, gallons: 197.0, price_per_gallon: 3.444, total_cost: 678.47, fuel_card_number: FC417493
fuel_purchase_id: FUEL00002683, trip_id: TRIP00080032, truck_id: TRK00041, driver_id: DRV00054, purchase_date: 2024-10-25 18:00:00, location_city: Atlanta, location_state: CA, gallons: 181.0, price_per_gallon: 3.751, total_cost: 678.93, fuel_card_number: FC378360
fuel_purchase_id: FUEL00002684, trip_id: TRIP00075358, truck_id: nan, driver_id: DRV00041, purchase_date: 2024-08-26 05:00:00, location_city: Nashville, location_state: AZ, gallons: 88.1, price_per_gallon: 3.873, total_cost: 341.21, fuel_card_number: FC455770
fuel_purchase_id: FUEL00002685, trip_id: TRIP00002936, truck_id: TRK00099, driver_id: DRV00058, purchase_date: 2022-02-09 15:00:00, location_city: Miami, location_state: FL, gallons: 135.4, price_per_gallon: 4.522, total_cost: 612.28, fuel_card_number: FC655573
fuel_purchase_id: FUEL00002686, trip_id: TRIP00032078, truck_id: TRK00115, driver_id: DRV00010, purchase_date: 2023-02-16 17:00:00, location_city: Milwaukee, location_state: NY, gallons: 145.4, price_per_gallon: 3.816, total_cost: 554.85, fuel_card_number: FC627123
fuel_purchase_id: FUEL00002687, trip_id: TRIP00046501, truck_id: TRK00054, driver_id: DRV00013, purchase_date: 2023-08-21 19:00:00, location_city: Milwaukee, location_state: TX, gallons: 165.4, price_per_gallon: 3.548, total_cost: 586.84, fuel_card_number: FC489842
fuel_purchase_id: FUEL00002688, trip_id: TRIP00084481, truck_id: TRK00061, driver_id: DRV00144, purchase_date: 2024-12-21 00:00:00, location_city: Philadelphia, location_state: TX, gallons: 50.9, price_per_gallon: 3.283, total_cost: 167.1, fuel_card_number: FC924509
fuel_purchase_id: FUEL00002689, trip_id: TRIP00075347, truck_id: TRK00101, driver_id: DRV00102, purchase_date: 2024-08-25 15:00:00, location_city: Omaha, location_state: WA, gallons: 58.5, price_per_gallon: 3.792, total_cost: 221.83, fuel_card_number: FC798107
fuel_purchase_id: FUEL00002690, trip_id: TRIP00001745, truck_id: TRK00011, driver_id: DRV00120, purchase_date: 2022-01-22 19:00:00, location_city: Miami, location_state: OR, gallons: 55.6, price_per_gallon: 3.571, total_cost: 198.55, fuel_card_number: FC476439
fuel_purchase_id: FUEL00002691, trip_id: TRIP00008636, truck_id: TRK00012, driver_id: DRV00078, purchase_date: 2022-04-21 08:00:00, location_city: Charlotte, location_state: OH, gallons: 160.1, price_per_gallon: 4.074, total_cost: 652.25, fuel_card_number: FC567802
fuel_purchase_id: FUEL00002692, trip_id: TRIP00039711, truck_id: TRK00108, driver_id: DRV00127, purchase_date: 2023-05-27 14:00:00, location_city: Nashville, location_state: WI, gallons: 155.0, price_per_gallon: 3.848, total_cost: 596.44, fuel_card_number: FC671780
fuel_purchase_id: FUEL00002693, trip_id: TRIP00047057, truck_id: TRK00061, driver_id: DRV00105, purchase_date: 2023-08-28 01:00:00, location_city: Phoenix, location_state: NY, gallons: 149.4, price_per_gallon: 3.648, total_cost: 545.01, fuel_card_number: FC836628
fuel_purchase_id: FUEL00002694, trip_id: TRIP00084050, truck_id: TRK00019, driver_id: DRV00099, purchase_date: 2024-12-15 08:00:00, location_city: Atlanta, location_state: FL, gallons: 188.6, price_per_gallon: 3.529, total_cost: 665.57, fuel_card_number: FC110355
fuel_purchase_id: FUEL00002695, trip_id: TRIP00057751, truck_id: TRK00004, driver_id: DRV00039, purchase_date: 2024-01-14 10:00:00, location_city: Milwaukee, location_state: GA, gallons: 190.6, price_per_gallon: 3.338, total_cost: 636.22, fuel_card_number: FC431454
fuel_purchase_id: FUEL00002696, trip_id: TRIP00019772, truck_id: TRK00110, driver_id: DRV00087, purchase_date: 2022-09-11 02:00:00, location_city: Oklahoma City, location_state: TX, gallons: 55.2, price_per_gallon: 4.993, total_cost: 275.61, fuel_card_number: FC423019
fuel_purchase_id: FUEL00002697, trip_id: TRIP00017453, truck_id: TRK00002, driver_id: nan, purchase_date: 2022-08-13 07:00:00, location_city: Milwaukee, location_state: CO, gallons: 195.0, price_per_gallon: 4.942, total_cost: 963.69, fuel_card_number: FC210637
fuel_purchase_id: FUEL00002698, trip_id: TRIP00011688, truck_id: TRK00116, driver_id: nan, purchase_date: 2022-06-01 06:00:00, location_city: Los Angeles, location_state: GA, gallons: 82.3, price_per_gallon: 4.269, total_cost: 351.34, fuel_card_number: FC835621
fuel_purchase_id: FUEL00002699, trip_id: TRIP00067140, truck_id: TRK00071, driver_id: DRV00032, purchase_date: 2024-05-14 11:00:00, location_city: Miami, location_state: WI, gallons: 137.3, price_per_gallon: 3.394, total_cost: 466.0, fuel_card_number: FC796187
fuel_purchase_id: FUEL00002700, trip_id: TRIP00002205, truck_id: TRK00073, driver_id: DRV00020, purchase_date: 2022-01-29 17:00:00, location_city: Columbus, location_state: CA, gallons: 75.4, price_per_gallon: 4.204, total_cost: 316.98, fuel_card_number: FC571251
fuel_purchase_id: FUEL00002701, trip_id: TRIP00040179, truck_id: TRK00092, driver_id: DRV00111, purchase_date: 2023-06-01 15:00:00, location_city: Phoenix, location_state: IL, gallons: 191.2, price_per_gallon: 3.881, total_cost: 742.05, fuel_card_number: FC490999
fuel_purchase_id: FUEL00002702, trip_id: TRIP00082341, truck_id: TRK00108, driver_id: DRV00041, purchase_date: 2024-11-21 18:00:00, location_city: Indianapolis, location_state: NV, gallons: 109.8, price_per_gallon: 4.12, total_cost: 452.38, fuel_card_number: FC521762
fuel_purchase_id: FUEL00002703, trip_id: TRIP00022412, truck_id: TRK00049, driver_id: DRV00122, purchase_date: 2022-10-13 20:00:00, location_city: Dallas, location_state: MO, gallons: 115.7, price_per_gallon: 4.451, total_cost: 514.98, fuel_card_number: FC882365
fuel_purchase_id: FUEL00002704, trip_id: TRIP00023791, truck_id: TRK00095, driver_id: DRV00035, purchase_date: 2022-11-01 04:00:00, location_city: New York, location_state: IN, gallons: 62.8, price_per_gallon: 3.812, total_cost: 239.39, fuel_card_number: FC919419
fuel_purchase_id: FUEL00002705, trip_id: TRIP00056639, truck_id: TRK00063, driver_id: DRV00026, purchase_date: 2023-12-31 03:00:00, location_city: Charlotte, location_state: GA, gallons: 91.3, price_per_gallon: 4.163, total_cost: 380.08, fuel_card_number: FC259344
fuel_purchase_id: FUEL00002706, trip_id: TRIP00035474, truck_id: TRK00103, driver_id: DRV00133, purchase_date: 2023-03-31 23:00:00, location_city: Salt Lake City, location_state: OR, gallons: 111.1, price_per_gallon: 3.912, total_cost: 434.62, fuel_card_number: FC926301
fuel_purchase_id: FUEL00002707, trip_id: TRIP00032372, truck_id: TRK00085, driver_id: DRV00144, purchase_date: 2023-02-19 15:00:00, location_city: Atlanta, location_state: MI, gallons: 98.9, price_per_gallon: 3.316, total_cost: 327.95, fuel_card_number: FC703242
fuel_purchase_id: FUEL00002708, trip_id: TRIP00032844, truck_id: TRK00035, driver_id: DRV00112, purchase_date: 2023-02-24 19:00:00, location_city: Minneapolis, location_state: OH, gallons: 154.9, price_per_gallon: 4.377, total_cost: 678.0, fuel_card_number: FC788189
fuel_purchase_id: FUEL00002709, trip_id: TRIP00081339, truck_id: TRK00045, driver_id: DRV00112, purchase_date: 2024-11-08 22:00:00, location_city: Atlanta, location_state: NC, gallons: 145.7, price_per_gallon: 3.367, total_cost: 490.57, fuel_card_number: FC244708
fuel_purchase_id: FUEL00002710, trip_id: TRIP00083170, truck_id: TRK00009, driver_id: DRV00005, purchase_date: 2024-12-05 00:00:00, location_city: Chicago, location_state: WI, gallons: 184.9, price_per_gallon: 3.269, total_cost: 604.44, fuel_card_number: FC298318
fuel_purchase_id: FUEL00002711, trip_id: TRIP00012929, truck_id: TRK00089, driver_id: DRV00077, purchase_date: 2022-06-16 02:00:00, location_city: Charlotte, location_state: MI, gallons: 56.4, price_per_gallon: 3.888, total_cost: 219.28, fuel_card_number: FC280004
fuel_purchase_id: FUEL00002712, trip_id: TRIP00081210, truck_id: TRK00002, driver_id: DRV00019, purchase_date: 2024-11-08 10:00:00, location_city: New York, location_state: MO, gallons: 130.2, price_per_gallon: 3.419, total_cost: 445.15, fuel_card_number: FC920311
fuel_purchase_id: FUEL00002713, trip_id: TRIP00037323, truck_id: TRK00002, driver_id: DRV00139, purchase_date: 2023-04-24 12:00:00, location_city: Philadelphia, location_state: TN, gallons: 121.1, price_per_gallon: 4.43, total_cost: 536.47, fuel_card_number: FC964825
fuel_purchase_id: FUEL00002714, trip_id: TRIP00050004, truck_id: TRK00115, driver_id: DRV00081, purchase_date: 2023-10-06 07:00:00, location_city: Seattle, location_state: WI, gallons: 149.5, price_per_gallon: 4.28, total_cost: 639.86, fuel_card_number: FC902187
fuel_purchase_id: FUEL00002715, trip_id: TRIP00049397, truck_id: TRK00040, driver_id: DRV00090, purchase_date: 2023-09-29 09:00:00, location_city: Kansas City, location_state: TX, gallons: 198.6, price_per_gallon: 4.419, total_cost: 877.61, fuel_card_number: FC571102
fuel_purchase_id: FUEL00002716, trip_id: TRIP00074393, truck_id: TRK00071, driver_id: DRV00012, purchase_date: 2024-08-15 07:00:00, location_city: Milwaukee, location_state: NE, gallons: 76.3, price_per_gallon: 3.747, total_cost: 285.9, fuel_card_number: FC346129
fuel_purchase_id: FUEL00002717, trip_id: TRIP00077720, truck_id: TRK00113, driver_id: DRV00033, purchase_date: 2024-09-24 08:00:00, location_city: Miami, location_state: IN, gallons: 157.8, price_per_gallon: 3.259, total_cost: 514.27, fuel_card_number: FC919570
fuel_purchase_id: FUEL00002718, trip_id: TRIP00008786, truck_id: TRK00024, driver_id: DRV00003, purchase_date: 2022-04-24 09:00:00, location_city: Miami, location_state: NY, gallons: 161.3, price_per_gallon: 4.207, total_cost: 678.59, fuel_card_number: FC718652
fuel_purchase_id: FUEL00002719, trip_id: TRIP00068492, truck_id: TRK00073, driver_id: DRV00089, purchase_date: 2024-05-31 08:00:00, location_city: Milwaukee, location_state: PA, gallons: 198.4, price_per_gallon: 3.525, total_cost: 699.36, fuel_card_number: FC611355
fuel_purchase_id: FUEL00002720, trip_id: TRIP00039166, truck_id: TRK00061, driver_id: DRV00139, purchase_date: 2023-05-19 00:00:00, location_city: Omaha, location_state: OK, gallons: 192.4, price_per_gallon: 3.84, total_cost: 738.82, fuel_card_number: FC119295
fuel_purchase_id: FUEL00002721, trip_id: TRIP00045342, truck_id: TRK00013, driver_id: DRV00037, purchase_date: 2023-08-07 05:00:00, location_city: Seattle, location_state: TX, gallons: 63.7, price_per_gallon: 4.262, total_cost: 271.49, fuel_card_number: FC702688
fuel_purchase_id: FUEL00002722, trip_id: TRIP00038926, truck_id: TRK00114, driver_id: DRV00034, purchase_date: 2023-05-15 03:00:00, location_city: Denver, location_state: OK, gallons: 199.0, price_per_gallon: 3.689, total_cost: 734.11, fuel_card_number: FC607362
fuel_purchase_id: FUEL00002723, trip_id: TRIP00041665, truck_id: TRK00060, driver_id: DRV00043, purchase_date: 2023-06-20 16:00:00, location_city: Charlotte, location_state: GA, gallons: 98.2, price_per_gallon: 4.261, total_cost: 418.43, fuel_card_number: FC503937
fuel_purchase_id: FUEL00002724, trip_id: TRIP00050983, truck_id: TRK00113, driver_id: DRV00149, purchase_date: 2023-10-20 16:00:00, location_city: Portland, location_state: OH, gallons: 150.7, price_per_gallon: 3.656, total_cost: 550.96, fuel_card_number: FC607849
fuel_purchase_id: FUEL00002725, trip_id: TRIP00074127, truck_id: TRK00048, driver_id: DRV00025, purchase_date: 2024-08-12 00:00:00, location_city: Philadelphia, location_state: TN, gallons: 160.6, price_per_gallon: 3.487, total_cost: 560.01, fuel_card_number: FC828782
fuel_purchase_id: FUEL00002726, trip_id: TRIP00014033, truck_id: TRK00016, driver_id: DRV00119, purchase_date: 2022-06-29 08:00:00, location_city: Nashville, location_state: TX, gallons: 189.7, price_per_gallon: 4.38, total_cost: 830.89, fuel_card_number: FC149707
fuel_purchase_id: FUEL00002727, trip_id: TRIP00027648, truck_id: TRK00069, driver_id: DRV00077, purchase_date: 2022-12-19 06:00:00, location_city: Detroit, location_state: MN, gallons: 93.0, price_per_gallon: 4.914, total_cost: 457.0, fuel_card_number: FC729555
fuel_purchase_id: FUEL00002728, trip_id: TRIP00018749, truck_id: TRK00072, driver_id: DRV00133, purchase_date: 2022-08-27 19:00:00, location_city: Salt Lake City, location_state: OH, gallons: 190.2, price_per_gallon: 3.449, total_cost: 656.0, fuel_card_number: FC426312
fuel_purchase_id: FUEL00002729, trip_id: TRIP00038362, truck_id: TRK00097, driver_id: DRV00084, purchase_date: 2023-05-09 14:00:00, location_city: Kansas City, location_state: NC, gallons: 107.5, price_per_gallon: 3.345, total_cost: 359.59, fuel_card_number: FC245990
fuel_purchase_id: FUEL00002730, trip_id: TRIP00060505, truck_id: TRK00079, driver_id: DRV00078, purchase_date: 2024-02-19 17:00:00, location_city: Houston, location_state: TN, gallons: 174.0, price_per_gallon: 3.274, total_cost: 569.68, fuel_card_number: FC972900
fuel_purchase_id: FUEL00002731, trip_id: TRIP00033931, truck_id: TRK00067, driver_id: DRV00029, purchase_date: 2023-03-12 02:00:00, location_city: Milwaukee, location_state: IN, gallons: 57.8, price_per_gallon: 4.234, total_cost: 244.73, fuel_card_number: FC252993
fuel_purchase_id: FUEL00002732, trip_id: TRIP00025983, truck_id: TRK00089, driver_id: DRV00024, purchase_date: 2022-11-29 09:00:00, location_city: New York, location_state: MO, gallons: 136.0, price_per_gallon: 3.967, total_cost: 539.51, fuel_card_number: FC270262
fuel_purchase_id: FUEL00002733, trip_id: TRIP00012503, truck_id: TRK00116, driver_id: DRV00080, purchase_date: 2022-06-11 20:00:00, location_city: Indianapolis, location_state: OK, gallons: 95.4, price_per_gallon: 4.105, total_cost: 391.62, fuel_card_number: FC224266
fuel_purchase_id: FUEL00002734, trip_id: TRIP00036506, truck_id: TRK00091, driver_id: DRV00114, purchase_date: 2023-04-13 09:00:00, location_city: Salt Lake City, location_state: OR, gallons: 115.1, price_per_gallon: 3.573, total_cost: 411.25, fuel_card_number: FC499744
fuel_purchase_id: FUEL00002735, trip_id: TRIP00036571, truck_id: TRK00064, driver_id: DRV00084, purchase_date: 2023-04-13 09:00:00, location_city: Las Vegas, location_state: CA, gallons: 137.0, price_per_gallon: 3.749, total_cost: 513.61, fuel_card_number: FC303331
fuel_purchase_id: FUEL00002736, trip_id: TRIP00046591, truck_id: TRK00082, driver_id: DRV00081, purchase_date: 2023-08-21 15:00:00, location_city: Los Angeles, location_state: WI, gallons: 145.2, price_per_gallon: 3.506, total_cost: 509.07, fuel_card_number: FC646407
fuel_purchase_id: FUEL00002737, trip_id: TRIP00062563, truck_id: TRK00108, driver_id: DRV00006, purchase_date: 2024-03-16 21:00:00, location_city: Memphis, location_state: CO, gallons: 115.0, price_per_gallon: 3.699, total_cost: 425.38, fuel_card_number: FC927891
fuel_purchase_id: FUEL00002738, trip_id: TRIP00063118, truck_id: TRK00031, driver_id: DRV00075, purchase_date: 2024-03-22 01:00:00, location_city: Houston, location_state: OK, gallons: 78.2, price_per_gallon: 3.697, total_cost: 289.11, fuel_card_number: FC923153
fuel_purchase_id: FUEL00002739, trip_id: TRIP00077064, truck_id: TRK00078, driver_id: DRV00138, purchase_date: 2024-09-19 00:00:00, location_city: Seattle, location_state: OR, gallons: 129.0, price_per_gallon: 3.846, total_cost: 496.13, fuel_card_number: FC458506
fuel_purchase_id: FUEL00002740, trip_id: TRIP00060004, truck_id: TRK00044, driver_id: DRV00055, purchase_date: 2024-02-13 04:00:00, location_city: Indianapolis, location_state: WI, gallons: 124.2, price_per_gallon: 3.233, total_cost: 401.54, fuel_card_number: FC677062
fuel_purchase_id: FUEL00002741, trip_id: TRIP00034730, truck_id: TRK00099, driver_id: DRV00004, purchase_date: 2023-03-22 23:00:00, location_city: Los Angeles, location_state: WI, gallons: 199.8, price_per_gallon: 4.384, total_cost: 875.92, fuel_card_number: FC235546
fuel_purchase_id: FUEL00002742, trip_id: TRIP00011831, truck_id: TRK00015, driver_id: DRV00083, purchase_date: 2022-06-03 17:00:00, location_city: Seattle, location_state: TN, gallons: 186.2, price_per_gallon: 4.13, total_cost: 769.01, fuel_card_number: FC572013
fuel_purchase_id: FUEL00002743, trip_id: TRIP00040117, truck_id: TRK00105, driver_id: DRV00080, purchase_date: 2023-05-30 05:00:00, location_city: Philadelphia, location_state: MO, gallons: 109.3, price_per_gallon: 3.462, total_cost: 378.4, fuel_card_number: FC104602
fuel_purchase_id: FUEL00002744, trip_id: TRIP00061842, truck_id: TRK00060, driver_id: DRV00126, purchase_date: 2024-03-08 01:00:00, location_city: Portland, location_state: TX, gallons: 188.0, price_per_gallon: 3.426, total_cost: 644.09, fuel_card_number: FC527347
fuel_purchase_id: FUEL00002745, trip_id: TRIP00036826, truck_id: TRK00120, driver_id: DRV00002, purchase_date: 2023-04-19 07:00:00, location_city: Kansas City, location_state: WA, gallons: 130.7, price_per_gallon: 3.81, total_cost: 497.97, fuel_card_number: FC151155
fuel_purchase_id: FUEL00002746, trip_id: TRIP00006072, truck_id: TRK00008, driver_id: DRV00018, purchase_date: 2022-03-20 01:00:00, location_city: Dallas, location_state: IL, gallons: 198.3, price_per_gallon: 3.837, total_cost: 760.88, fuel_card_number: FC794478
fuel_purchase_id: FUEL00002747, trip_id: TRIP00069198, truck_id: TRK00065, driver_id: DRV00117, purchase_date: 2024-06-09 14:00:00, location_city: Las Vegas, location_state: WA, gallons: 72.9, price_per_gallon: 3.566, total_cost: 259.96, fuel_card_number: FC698811
fuel_purchase_id: FUEL00002748, trip_id: TRIP00020297, truck_id: TRK00101, driver_id: DRV00130, purchase_date: 2022-09-17 02:00:00, location_city: New York, location_state: WA, gallons: 112.5, price_per_gallon: 3.417, total_cost: 384.41, fuel_card_number: FC208012
fuel_purchase_id: FUEL00002749, trip_id: TRIP00025733, truck_id: TRK00103, driver_id: DRV00127, purchase_date: 2022-11-25 19:00:00, location_city: Omaha, location_state: NC, gallons: 104.1, price_per_gallon: 4.148, total_cost: 431.81, fuel_card_number: FC273269
fuel_purchase_id: FUEL00002750, trip_id: TRIP00009287, truck_id: TRK00002, driver_id: DRV00004, purchase_date: 2022-05-01 20:00:00, location_city: Minneapolis, location_state: UT, gallons: 172.7, price_per_gallon: 3.568, total_cost: 616.19, fuel_card_number: FC474469
fuel_purchase_id: FUEL00002751, trip_id: TRIP00063288, truck_id: TRK00078, driver_id: DRV00100, purchase_date: 2024-03-25 00:00:00, location_city: Dallas, location_state: MO, gallons: 69.9, price_per_gallon: 3.427, total_cost: 239.55, fuel_card_number: FC580494
fuel_purchase_id: FUEL00002752, trip_id: TRIP00048171, truck_id: TRK00097, driver_id: DRV00139, purchase_date: 2023-09-13 15:00:00, location_city: New York, location_state: NY, gallons: 51.5, price_per_gallon: 4.11, total_cost: 211.67, fuel_card_number: FC125460
fuel_purchase_id: FUEL00002753, trip_id: TRIP00019953, truck_id: TRK00001, driver_id: DRV00097, purchase_date: 2022-09-14 00:00:00, location_city: Indianapolis, location_state: UT, gallons: 97.6, price_per_gallon: 4.762, total_cost: 464.77, fuel_card_number: FC356693
fuel_purchase_id: FUEL00002754, trip_id: TRIP00061862, truck_id: TRK00065, driver_id: DRV00104, purchase_date: 2024-03-08 14:00:00, location_city: Los Angeles, location_state: TN, gallons: 98.3, price_per_gallon: 3.202, total_cost: 314.76, fuel_card_number: FC755423
fuel_purchase_id: FUEL00002755, trip_id: TRIP00053220, truck_id: TRK00015, driver_id: DRV00141, purchase_date: 2023-11-16 17:00:00, location_city: Philadelphia, location_state: FL, gallons: 71.6, price_per_gallon: 4.111, total_cost: 294.35, fuel_card_number: FC673979
