trip_id: TRIP00000001, load_id: LOAD00000001, driver_id: DRV00117, truck_id: TRK00035, trailer_id: TRL00167, dispatch_date: 2022-01-01, actual_distance_miles: 1314, actual_duration_hours: 26.2, fuel_gallons_used: 183.8, average_mpg: 7.15, idle_time_hours: 3.5, trip_status: Completed
trip_id: TRIP00002103, load_id: LOAD00002103, driver_id: DRV00138, truck_id: TRK00085, trailer_id: TRL00029, dispatch_date: 2022-01-27, actual_distance_miles: 2118, actual_duration_hours: 35.3, fuel_gallons_used: 288.6, average_mpg: 7.34, idle_time_hours: 10.9, trip_status: Completed
trip_id: TRIP00002104, load_id: LOAD00002104, driver_id: DRV00088, truck_id: TRK00120, trailer_id: TRL00122, dispatch_date: 2022-01-27, actual_distance_miles: 1375, actual_duration_hours: 23.9, fuel_gallons_used: 215.5, average_mpg: 6.38, idle_time_hours: 5.6, trip_status: Completed
trip_id: TRIP00002105, load_id: LOAD00002105, driver_id: DRV00102, truck_id: TRK00095, trailer_id: TRL00179, dispatch_date: 2022-01-27, actual_distance_miles: 1573, actual_duration_hours: 28.6, fuel_gallons_used: 214.9, average_mpg: 7.32, idle_time_hours: 7.4, trip_status: Completed
trip_id: TRIP00002106, load_id: LOAD00002106, driver_id: DRV00022, truck_id: nan, trailer_id: TRL00171, dispatch_date: 2022-01-27, actual_distance_miles: 2754, actual_duration_hours: 46.6, fuel_gallons_used: 498.0, average_mpg: 5.53, idle_time_hours: 7.4, trip_status: Completed
trip_id: TRIP00002107, load_id: LOAD00002107, driver_id: DRV00055, truck_id: TRK00008, trailer_id: TRL00027, dispatch_date: 2022-01-27, actual_distance_miles: 2165, actual_duration_hours: 34.8, fuel_gallons_used: 363.3, average_mpg: 5.96, idle_time_hours: 6.0, trip_status: Completed
trip_id: TRIP00002108, load_id: LOAD00002108, driver_id: DRV00083, truck_id: nan, trailer_id: TRL00103, dispatch_date: 2022-01-27, actual_distance_miles: 652, actual_duration_hours: 10.2, fuel_gallons_used: 111.3, average_mpg: 5.86, idle_time_hours: 7.8, trip_status: Completed
trip_id: TRIP00002109, load_id: LOAD00002109, driver_id: DRV00071, truck_id: TRK00001, trailer_id: TRL00171, dispatch_date: 2022-01-27, actual_distance_miles: 2625, actual_duration_hours: 50.7, fuel_gallons_used: 380.4, average_mpg: 6.9, idle_time_hours: 11.2, trip_status: Completed
trip_id: TRIP00002110, load_id: LOAD00002110, driver_id: DRV00044, truck_id: TRK00062, trailer_id: TRL00084, dispatch_date: 2022-01-27, actual_distance_miles: 277, actual_duration_hours: 4.7, fuel_gallons_used: 40.7, average_mpg: 6.8, idle_time_hours: 4.4, trip_status: Completed
trip_id: TRIP00002111, load_id: LOAD00002111, driver_id: DRV00124, truck_id: TRK00085, trailer_id: TRL00147, dispatch_date: 2022-01-27, actual_distance_miles: 2156, actual_duration_hours: 37.9, fuel_gallons_used: 373.0, average_mpg: 5.78, idle_time_hours: 5.3, trip_status: Completed
trip_id: TRIP00002112, load_id: LOAD00002112, driver_id: DRV00105, truck_id: TRK00043, trailer_id: TRL00038, dispatch_date: 2022-01-27, actual_distance_miles: 1293, actual_duration_hours: 21.3, fuel_gallons_used: 177.6, average_mpg: 7.28, idle_time_hours: 3.1, trip_status: Completed
trip_id: TRIP00002113, load_id: LOAD00002113, driver_id: DRV00044, truck_id: TRK00080, trailer_id: TRL00024, dispatch_date: 2022-01-27, actual_distance_miles: 813, actual_duration_hours: 13.6, fuel_gallons_used: 126.2, average_mpg: 6.44, idle_time_hours: 8.7, trip_status: Completed
trip_id: TRIP00002114, load_id: LOAD00002114, driver_id: DRV00147, truck_id: TRK00070, trailer_id: TRL00019, dispatch_date: 2022-01-27, actual_distance_miles: 548, actual_duration_hours: 8.9, fuel_gallons_used: 85.9, average_mpg: 6.38, idle_time_hours: 9.0, trip_status: Completed
trip_id: TRIP00002115, load_id: LOAD00002115, driver_id: DRV00081, truck_id: TRK00101, trailer_id: TRL00003, dispatch_date: 2022-01-27, actual_distance_miles: 1963, actual_duration_hours: 34.0, fuel_gallons_used: 317.6, average_mpg: 6.18, idle_time_hours: 11.6, trip_status: Completed
trip_id: TRIP00002116, load_id: LOAD00002116, driver_id: DRV00022, truck_id: TRK00067, trailer_id: TRL00174, dispatch_date: 2022-01-27, actual_distance_miles: 754, actual_duration_hours: 14.9, fuel_gallons_used: 114.9, average_mpg: 6.56, idle_time_hours: 10.1, trip_status: Completed
trip_id: TRIP00002117, load_id: LOAD00002117, driver_id: DRV00032, truck_id: TRK00055, trailer_id: TRL00032, dispatch_date: 2022-01-27, actual_distance_miles: 2689, actual_duration_hours: 42.4, fuel_gallons_used: 359.5, average_mpg: 7.48, idle_time_hours: 2.8, trip_status: Completed
trip_id: TRIP00002118, load_id: LOAD00002118, driver_id: DRV00139, truck_id: TRK00070, trailer_id: TRL00151, dispatch_date: 2022-01-27, actual_distance_miles: 500, actual_duration_hours: 9.5, fuel_gallons_used: 70.4, average_mpg: 7.1, idle_time_hours: 11.0, trip_status: Completed
trip_id: TRIP00002119, load_id: LOAD00002119, driver_id: DRV00088, truck_id: TRK00019, trailer_id: TRL00153, dispatch_date: 2022-01-27, actual_distance_miles: 664, actual_duration_hours: 12.7, fuel_gallons_used: 118.4, average_mpg: 5.61, idle_time_hours: 5.1, trip_status: Completed
trip_id: TRIP00002120, load_id: LOAD00002120, driver_id: DRV00089, truck_id: nan, trailer_id: TRL00107, dispatch_date: 2022-01-27, actual_distance_miles: 878, actual_duration_hours: 14.0, fuel_gallons_used: 149.8, average_mpg: 5.86, idle_time_hours: 6.0, trip_status: Completed
trip_id: TRIP00002121, load_id: LOAD00002121, driver_id: DRV00132, truck_id: TRK00002, trailer_id: TRL00119, dispatch_date: 2022-01-27, actual_distance_miles: 691, actual_duration_hours: 12.7, fuel_gallons_used: 110.6, average_mpg: 6.25, idle_time_hours: 11.9, trip_status: Completed
trip_id: TRIP00002122, load_id: LOAD00002122, driver_id: DRV00128, truck_id: TRK00074, trailer_id: TRL00048, dispatch_date: 2022-01-27, actual_distance_miles: 2595, actual_duration_hours: 50.8, fuel_gallons_used: 396.8, average_mpg: 6.54, idle_time_hours: 7.5, trip_status: Completed
trip_id: TRIP00002123, load_id: LOAD00002123, driver_id: DRV00097, truck_id: TRK00091, trailer_id: TRL00128, dispatch_date: 2022-01-27, actual_distance_miles: 2437, actual_duration_hours: 46.0, fuel_gallons_used: 425.3, average_mpg: 5.73, idle_time_hours: 10.8, trip_status: Completed
trip_id: TRIP00002124, load_id: LOAD00002124, driver_id: DRV00122, truck_id: TRK00079, trailer_id: TRL00174, dispatch_date: 2022-01-27, actual_distance_miles: 1185, actual_duration_hours: 22.4, fuel_gallons_used: 174.0, average_mpg: 6.81, idle_time_hours: 7.0, trip_status: Completed
trip_id: TRIP00002125, load_id: LOAD00002125, driver_id: DRV00097, truck_id: TRK00025, trailer_id: TRL00056, dispatch_date: 2022-01-27, actual_distance_miles: 1841, actual_duration_hours: 28.7, fuel_gallons_used: 266.4, average_mpg: 6.91, idle_time_hours: 8.5, trip_status: Completed
trip_id: TRIP00002126, load_id: LOAD00002126, driver_id: DRV00083, truck_id: TRK00036, trailer_id: TRL00147, dispatch_date: 2022-01-27, actual_distance_miles: 1034, actual_duration_hours: 20.5, fuel_gallons_used: 141.5, average_mpg: 7.31, idle_time_hours: 4.9, trip_status: Completed
trip_id: TRIP00002127, load_id: LOAD00002127, driver_id: DRV00087, truck_id: TRK00103, trailer_id: TRL00028, dispatch_date: 2022-01-27, actual_distance_miles: 2743, actual_duration_hours: 46.1, fuel_gallons_used: 494.2, average_mpg: 5.55, idle_time_hours: 4.0, trip_status: Completed
trip_id: TRIP00002128, load_id: LOAD00002128, driver_id: DRV00029, truck_id: TRK00068, trailer_id: TRL00008, dispatch_date: 2022-01-27, actual_distance_miles: 1907, actual_duration_hours: 30.6, fuel_gallons_used: 346.1, average_mpg: 5.51, idle_time_hours: 2.8, trip_status: Completed
trip_id: TRIP00002129, load_id: LOAD00002129, driver_id: DRV00100, truck_id: TRK00068, trailer_id: TRL00038, dispatch_date: 2022-01-27, actual_distance_miles: 2644, actual_duration_hours: 46.8, fuel_gallons_used: 461.4, average_mpg: 5.73, idle_time_hours: 3.8, trip_status: Completed
trip_id: TRIP00002130, load_id: LOAD00002130, driver_id: DRV00145, truck_id: TRK00051, trailer_id: TRL00068, dispatch_date: 2022-01-27, actual_distance_miles: 678, actual_duration_hours: 10.6, fuel_gallons_used: 109.9, average_mpg: 6.17, idle_time_hours: 11.6, trip_status: Completed
trip_id: TRIP00002131, load_id: LOAD00002131, driver_id: DRV00099, truck_id: TRK00086, trailer_id: TRL00164, dispatch_date: 2022-01-27, actual_distance_miles: 739, actual_duration_hours: 14.5, fuel_gallons_used: 113.0, average_mpg: 6.54, idle_time_hours: 7.2, trip_status: Completed
trip_id: TRIP00002132, load_id: LOAD00002132, driver_id: DRV00062, truck_id: TRK00089, trailer_id: TRL00033, dispatch_date: 2022-01-27, actual_distance_miles: 2036, actual_duration_hours: 36.6, fuel_gallons_used: 301.2, average_mpg: 6.76, idle_time_hours: 10.2, trip_status: Completed
trip_id: TRIP00002133, load_id: LOAD00002133, driver_id: DRV00026, truck_id: TRK00048, trailer_id: TRL00165, dispatch_date: 2022-01-27, actual_distance_miles: 2394, actual_duration_hours: 44.8, fuel_gallons_used: 349.0, average_mpg: 6.86, idle_time_hours: 3.3, trip_status: Completed
trip_id: TRIP00002134, load_id: LOAD00002134, driver_id: DRV00138, truck_id: TRK00058, trailer_id: TRL00061, dispatch_date: 2022-01-27, actual_distance_miles: 1801, actual_duration_hours: 32.5, fuel_gallons_used: 240.8, average_mpg: 7.48, idle_time_hours: 7.4, trip_status: Completed
trip_id: TRIP00002135, load_id: LOAD00002135, driver_id: DRV00056, truck_id: TRK00083, trailer_id: TRL00173, dispatch_date: 2022-01-27, actual_distance_miles: 2779, actual_duration_hours: 49.3, fuel_gallons_used: 475.0, average_mpg: 5.85, idle_time_hours: 10.9, trip_status: Completed
trip_id: TRIP00002136, load_id: LOAD00002136, driver_id: nan, truck_id: TRK00060, trailer_id: TRL00161, dispatch_date: 2022-01-27, actual_distance_miles: 1362, actual_duration_hours: 25.0, fuel_gallons_used: 196.3, average_mpg: 6.94, idle_time_hours: 11.4, trip_status: Completed
trip_id: TRIP00002137, load_id: LOAD00002137, driver_id: DRV00005, truck_id: TRK00012, trailer_id: TRL00169, dispatch_date: 2022-01-27, actual_distance_miles: 2816, actual_duration_hours: 55.0, fuel_gallons_used: 381.1, average_mpg: 7.39, idle_time_hours: 5.9, trip_status: Completed
trip_id: TRIP00002138, load_id: LOAD00002138, driver_id: DRV00089, truck_id: TRK00107, trailer_id: TRL00093, dispatch_date: 2022-01-27, actual_distance_miles: 2795, actual_duration_hours: 44.8, fuel_gallons_used: 474.5, average_mpg: 5.89, idle_time_hours: 10.0, trip_status: Completed
trip_id: TRIP00002139, load_id: LOAD00002139, driver_id: DRV00122, truck_id: TRK00084, trailer_id: TRL00148, dispatch_date: 2022-01-27, actual_distance_miles: 2347, actual_duration_hours: 39.3, fuel_gallons_used: 381.0, average_mpg: 6.16, idle_time_hours: 9.8, trip_status: Completed
trip_id: TRIP00002140, load_id: LOAD00002140, driver_id: DRV00066, truck_id: nan, trailer_id: TRL00093, dispatch_date: 2022-01-27, actual_distance_miles: 532, actual_duration_hours: 8.2, fuel_gallons_used: 74.2, average_mpg: 7.17, idle_time_hours: 10.3, trip_status: Completed
trip_id: TRIP00002141, load_id: LOAD00002141, driver_id: DRV00057, truck_id: TRK00114, trailer_id: TRL00027, dispatch_date: 2022-01-27, actual_distance_miles: 1086, actual_duration_hours: 16.8, fuel_gallons_used: 181.0, average_mpg: 6.0, idle_time_hours: 11.5, trip_status: Completed
trip_id: TRIP00002142, load_id: LOAD00002142, driver_id: DRV00107, truck_id: TRK00044, trailer_id: TRL00043, dispatch_date: 2022-01-27, actual_distance_miles: 1726, actual_duration_hours: 28.8, fuel_gallons_used: 298.1, average_mpg: 5.79, idle_time_hours: 6.2, trip_status: Completed
trip_id: TRIP00002143, load_id: LOAD00002143, driver_id: DRV00114, truck_id: TRK00080, trailer_id: TRL00023, dispatch_date: 2022-01-27, actual_distance_miles: 1328, actual_duration_hours: 21.1, fuel_gallons_used: 187.6, average_mpg: 7.08, idle_time_hours: 10.2, trip_status: Completed
trip_id: TRIP00002144, load_id: LOAD00002144, driver_id: DRV00014, truck_id: TRK00079, trailer_id: TRL00126, dispatch_date: 2022-01-27, actual_distance_miles: 2468, actual_duration_hours: 44.8, fuel_gallons_used: 353.1, average_mpg: 6.99, idle_time_hours: 11.9, trip_status: Completed
trip_id: TRIP00002145, load_id: LOAD00002145, driver_id: DRV00054, truck_id: TRK00097, trailer_id: TRL00040, dispatch_date: 2022-01-27, actual_distance_miles: 703, actual_duration_hours: 12.6, fuel_gallons_used: 106.5, average_mpg: 6.6, idle_time_hours: 6.5, trip_status: Completed
trip_id: TRIP00002146, load_id: LOAD00002146, driver_id: DRV00125, truck_id: TRK00044, trailer_id: TRL00074, dispatch_date: 2022-01-27, actual_distance_miles: 604, actual_duration_hours: 11.9, fuel_gallons_used: 94.8, average_mpg: 6.37, idle_time_hours: 11.8, trip_status: Completed
trip_id: TRIP00002147, load_id: LOAD00002147, driver_id: DRV00129, truck_id: TRK00080, trailer_id: TRL00046, dispatch_date: 2022-01-28, actual_distance_miles: 2791, actual_duration_hours: 45.6, fuel_gallons_used: 467.5, average_mpg: 5.97, idle_time_hours: 11.7, trip_status: Completed
trip_id: TRIP00002148, load_id: LOAD00002148, driver_id: DRV00111, truck_id: TRK00103, trailer_id: TRL00152, dispatch_date: 2022-01-28, actual_distance_miles: 2831, actual_duration_hours: 43.7, fuel_gallons_used: 403.3, average_mpg: 7.02, idle_time_hours: 3.0, trip_status: Completed
trip_id: TRIP00002149, load_id: LOAD00002149, driver_id: DRV00030, truck_id: TRK00014, trailer_id: TRL00171, dispatch_date: 2022-01-28, actual_distance_miles: 2355, actual_duration_hours: 46.9, fuel_gallons_used: 388.6, average_mpg: 6.06, idle_time_hours: 10.8, trip_status: Completed
trip_id: TRIP00002150, load_id: LOAD00002150, driver_id: DRV00060, truck_id: TRK00004, trailer_id: TRL00102, dispatch_date: 2022-01-28, actual_distance_miles: 2148, actual_duration_hours: 34.9, fuel_gallons_used: 334.6, average_mpg: 6.42, idle_time_hours: 3.9, trip_status: Completed
trip_id: TRIP00002151, load_id: LOAD00002151, driver_id: DRV00077, truck_id: TRK00052, trailer_id: TRL00033, dispatch_date: 2022-01-28, actual_distance_miles: 2120, actual_duration_hours: 38.8, fuel_gallons_used: 313.1, average_mpg: 6.77, idle_time_hours: 6.7, trip_status: Completed
trip_id: TRIP00002152, load_id: LOAD00002152, driver_id: DRV00107, truck_id: TRK00105, trailer_id: TRL00061, dispatch_date: 2022-01-28, actual_distance_miles: 803, actual_duration_hours: 14.8, fuel_gallons_used: 110.6, average_mpg: 7.26, idle_time_hours: 4.8, trip_status: Completed
trip_id: TRIP00002153, load_id: LOAD00002153, driver_id: DRV00024, truck_id: TRK00009, trailer_id: TRL00162, dispatch_date: 2022-01-28, actual_distance_miles: 730, actual_duration_hours: 11.8, fuel_gallons_used: 98.6, average_mpg: 7.4, idle_time_hours: 4.9, trip_status: Completed
trip_id: TRIP00002154, load_id: LOAD00002154, driver_id: DRV00056, truck_id: TRK00026, trailer_id: TRL00030, dispatch_date: 2022-01-28, actual_distance_miles: 576, actual_duration_hours: 9.1, fuel_gallons_used: 85.6, average_mpg: 6.73, idle_time_hours: 6.5, trip_status: Completed
trip_id: TRIP00002155, load_id: LOAD00002155, driver_id: DRV00104, truck_id: TRK00050, trailer_id: TRL00043, dispatch_date: 2022-01-28, actual_distance_miles: 177, actual_duration_hours: 3.1, fuel_gallons_used: 26.9, average_mpg: 6.57, idle_time_hours: 10.8, trip_status: Completed
trip_id: TRIP00002156, load_id: LOAD00002156, driver_id: DRV00090, truck_id: TRK00110, trailer_id: TRL00003, dispatch_date: 2022-01-28, actual_distance_miles: 2210, actual_duration_hours: 43.2, fuel_gallons_used: 359.9, average_mpg: 6.14, idle_time_hours: 9.4, trip_status: Completed
trip_id: TRIP00002157, load_id: LOAD00002157, driver_id: DRV00078, truck_id: nan, trailer_id: TRL00117, dispatch_date: 2022-01-28, actual_distance_miles: 540, actual_duration_hours: 10.5, fuel_gallons_used: 82.2, average_mpg: 6.57, idle_time_hours: 11.6, trip_status: Completed
trip_id: TRIP00002158, load_id: LOAD00002158, driver_id: DRV00074, truck_id: TRK00091, trailer_id: TRL00133, dispatch_date: 2022-01-28, actual_distance_miles: 1226, actual_duration_hours: 20.7, fuel_gallons_used: 220.5, average_mpg: 5.56, idle_time_hours: 2.2, trip_status: Completed
trip_id: TRIP00002159, load_id: LOAD00002159, driver_id: DRV00094, truck_id: TRK00084, trailer_id: TRL00102, dispatch_date: 2022-01-28, actual_distance_miles: 2249, actual_duration_hours: 36.3, fuel_gallons_used: 312.8, average_mpg: 7.19, idle_time_hours: 6.7, trip_status: Completed
trip_id: TRIP00002160, load_id: LOAD00002160, driver_id: DRV00119, truck_id: TRK00013, trailer_id: TRL00077, dispatch_date: 2022-01-28, actual_distance_miles: 2155, actual_duration_hours: 37.4, fuel_gallons_used: 385.5, average_mpg: 5.59, idle_time_hours: 2.6, trip_status: Completed
trip_id: TRIP00002161, load_id: LOAD00002161, driver_id: DRV00018, truck_id: TRK00012, trailer_id: TRL00104, dispatch_date: 2022-01-28, actual_distance_miles: 727, actual_duration_hours: 12.5, fuel_gallons_used: 108.3, average_mpg: 6.71, idle_time_hours: 11.4, trip_status: Completed
trip_id: TRIP00002162, load_id: LOAD00002162, driver_id: DRV00010, truck_id: TRK00080, trailer_id: TRL00054, dispatch_date: 2022-01-28, actual_distance_miles: 537, actual_duration_hours: 9.3, fuel_gallons_used: 83.0, average_mpg: 6.47, idle_time_hours: 5.2, trip_status: Completed
trip_id: TRIP00002163, load_id: LOAD00002163, driver_id: DRV00132, truck_id: TRK00057, trailer_id: TRL00001, dispatch_date: 2022-01-28, actual_distance_miles: 2038, actual_duration_hours: 38.3, fuel_gallons_used: 275.0, average_mpg: 7.41, idle_time_hours: 3.4, trip_status: Completed
trip_id: TRIP00002164, load_id: LOAD00002164, driver_id: DRV00045, truck_id: TRK00067, trailer_id: TRL00118, dispatch_date: 2022-01-28, actual_distance_miles: 1271, actual_duration_hours: 23.6, fuel_gallons_used: 177.0, average_mpg: 7.18, idle_time_hours: 11.4, trip_status: Completed
trip_id: TRIP00002165, load_id: LOAD00002165, driver_id: DRV00013, truck_id: TRK00114, trailer_id: TRL00019, dispatch_date: 2022-01-28, actual_distance_miles: 936, actual_duration_hours: 15.1, fuel_gallons_used: 128.9, average_mpg: 7.26, idle_time_hours: 7.6, trip_status: Completed
trip_id: TRIP00002166, load_id: LOAD00002166, driver_id: DRV00066, truck_id: TRK00048, trailer_id: TRL00117, dispatch_date: 2022-01-28, actual_distance_miles: 1305, actual_duration_hours: 25.2, fuel_gallons_used: 194.8, average_mpg: 6.7, idle_time_hours: 11.8, trip_status: Completed
trip_id: TRIP00002167, load_id: LOAD00002167, driver_id: DRV00084, truck_id: TRK00049, trailer_id: TRL00054, dispatch_date: 2022-01-28, actual_distance_miles: 831, actual_duration_hours: 14.4, fuel_gallons_used: 121.8, average_mpg: 6.82, idle_time_hours: 3.4, trip_status: Completed
trip_id: TRIP00002168, load_id: LOAD00002168, driver_id: DRV00004, truck_id: TRK00098, trailer_id: TRL00052, dispatch_date: 2022-01-28, actual_distance_miles: 2056, actual_duration_hours: 38.7, fuel_gallons_used: 356.9, average_mpg: 5.76, idle_time_hours: 3.4, trip_status: Completed
trip_id: TRIP00002169, load_id: LOAD00002169, driver_id: DRV00097, truck_id: TRK00049, trailer_id: TRL00079, dispatch_date: 2022-01-28, actual_distance_miles: 2203, actual_duration_hours: 42.0, fuel_gallons_used: 374.7, average_mpg: 5.88, idle_time_hours: 3.8, trip_status: Completed
trip_id: TRIP00002170, load_id: LOAD00002170, driver_id: DRV00014, truck_id: TRK00116, trailer_id: TRL00086, dispatch_date: 2022-01-28, actual_distance_miles: 2650, actual_duration_hours: 46.2, fuel_gallons_used: 357.1, average_mpg: 7.42, idle_time_hours: 8.6, trip_status: Completed
trip_id: TRIP00002171, load_id: LOAD00002171, driver_id: DRV00108, truck_id: TRK00090, trailer_id: TRL00138, dispatch_date: 2022-01-28, actual_distance_miles: 667, actual_duration_hours: 12.7, fuel_gallons_used: 96.0, average_mpg: 6.95, idle_time_hours: 8.2, trip_status: Completed
trip_id: TRIP00002172, load_id: LOAD00002172, driver_id: DRV00084, truck_id: TRK00055, trailer_id: TRL00106, dispatch_date: 2022-01-28, actual_distance_miles: 2400, actual_duration_hours: 40.4, fuel_gallons_used: 322.6, average_mpg: 7.44, idle_time_hours: 9.6, trip_status: Completed
trip_id: TRIP00002173, load_id: LOAD00002173, driver_id: DRV00038, truck_id: TRK00062, trailer_id: TRL00123, dispatch_date: 2022-01-28, actual_distance_miles: 1986, actual_duration_hours: 37.4, fuel_gallons_used: 303.2, average_mpg: 6.55, idle_time_hours: 8.1, trip_status: Completed
trip_id: TRIP00002174, load_id: LOAD00002174, driver_id: DRV00013, truck_id: TRK00018, trailer_id: TRL00137, dispatch_date: 2022-01-28, actual_distance_miles: 1675, actual_duration_hours: 31.0, fuel_gallons_used: 235.9, average_mpg: 7.1, idle_time_hours: 8.8, trip_status: Completed
trip_id: TRIP00002175, load_id: LOAD00002175, driver_id: DRV00119, truck_id: TRK00076, trailer_id: TRL00010, dispatch_date: 2022-01-28, actual_distance_miles: 803, actual_duration_hours: 13.0, fuel_gallons_used: 117.9, average_mpg: 6.81, idle_time_hours: 7.4, trip_status: Completed
trip_id: TRIP00002176, load_id: LOAD00002176, driver_id: DRV00108, truck_id: TRK00106, trailer_id: TRL00121, dispatch_date: 2022-01-28, actual_distance_miles: 2374, actual_duration_hours: 41.4, fuel_gallons_used: 340.6, average_mpg: 6.97, idle_time_hours: 7.4, trip_status: Completed
trip_id: TRIP00002177, load_id: LOAD00002177, driver_id: DRV00017, truck_id: TRK00053, trailer_id: TRL00150, dispatch_date: 2022-01-28, actual_distance_miles: 1163, actual_duration_hours: 20.1, fuel_gallons_used: 177.8, average_mpg: 6.54, idle_time_hours: 11.2, trip_status: Completed
trip_id: TRIP00002178, load_id: LOAD00002178, driver_id: DRV00092, truck_id: TRK00106, trailer_id: TRL00029, dispatch_date: 2022-01-28, actual_distance_miles: 1967, actual_duration_hours: 35.5, fuel_gallons_used: 295.8, average_mpg: 6.65, idle_time_hours: 9.9, trip_status: Completed
trip_id: TRIP00002179, load_id: LOAD00002179, driver_id: DRV00102, truck_id: TRK00059, trailer_id: TRL00060, dispatch_date: 2022-01-28, actual_distance_miles: 565, actual_duration_hours: 10.0, fuel_gallons_used: 86.9, average_mpg: 6.5, idle_time_hours: 10.2, trip_status: Completed
trip_id: TRIP00002180, load_id: LOAD00002180, driver_id: DRV00118, truck_id: TRK00072, trailer_id: TRL00155, dispatch_date: 2022-01-28, actual_distance_miles: 1266, actual_duration_hours: 24.6, fuel_gallons_used: 187.3, average_mpg: 6.76, idle_time_hours: 3.8, trip_status: Completed
trip_id: TRIP00002181, load_id: LOAD00002181, driver_id: DRV00127, truck_id: TRK00093, trailer_id: TRL00029, dispatch_date: 2022-01-28, actual_distance_miles: 1068, actual_duration_hours: 19.4, fuel_gallons_used: 144.5, average_mpg: 7.39, idle_time_hours: 5.3, trip_status: Completed
trip_id: TRIP00002182, load_id: LOAD00002182, driver_id: DRV00057, truck_id: TRK00106, trailer_id: TRL00037, dispatch_date: 2022-01-28, actual_distance_miles: 837, actual_duration_hours: 13.4, fuel_gallons_used: 113.6, average_mpg: 7.37, idle_time_hours: 3.7, trip_status: Completed
trip_id: TRIP00002183, load_id: LOAD00002183, driver_id: DRV00105, truck_id: TRK00039, trailer_id: TRL00171, dispatch_date: 2022-01-28, actual_distance_miles: 2248, actual_duration_hours: 42.0, fuel_gallons_used: 369.1, average_mpg: 6.09, idle_time_hours: 7.3, trip_status: Completed
trip_id: TRIP00002184, load_id: LOAD00002184, driver_id: DRV00077, truck_id: TRK00024, trailer_id: TRL00119, dispatch_date: 2022-01-28, actual_distance_miles: 1539, actual_duration_hours: 25.0, fuel_gallons_used: 247.8, average_mpg: 6.21, idle_time_hours: 9.1, trip_status: Completed
trip_id: TRIP00002185, load_id: LOAD00002185, driver_id: DRV00055, truck_id: TRK00006, trailer_id: TRL00093, dispatch_date: 2022-01-28, actual_distance_miles: 1857, actual_duration_hours: 35.4, fuel_gallons_used: 293.4, average_mpg: 6.33, idle_time_hours: 5.1, trip_status: Completed
trip_id: TRIP00002186, load_id: LOAD00002186, driver_id: DRV00143, truck_id: TRK00040, trailer_id: TRL00044, dispatch_date: 2022-01-28, actual_distance_miles: 1768, actual_duration_hours: 27.9, fuel_gallons_used: 263.1, average_mpg: 6.72, idle_time_hours: 2.9, trip_status: Completed
trip_id: TRIP00002187, load_id: LOAD00002187, driver_id: DRV00018, truck_id: TRK00093, trailer_id: TRL00160, dispatch_date: 2022-01-28, actual_distance_miles: 1619, actual_duration_hours: 25.1, fuel_gallons_used: 262.4, average_mpg: 6.17, idle_time_hours: 2.7, trip_status: Completed
trip_id: TRIP00002188, load_id: LOAD00002188, driver_id: DRV00105, truck_id: TRK00115, trailer_id: TRL00075, dispatch_date: 2022-01-28, actual_distance_miles: 1608, actual_duration_hours: 31.6, fuel_gallons_used: 255.6, average_mpg: 6.29, idle_time_hours: 3.6, trip_status: Completed
trip_id: TRIP00002189, load_id: LOAD00002189, driver_id: DRV00082, truck_id: TRK00098, trailer_id: TRL00117, dispatch_date: 2022-01-28, actual_distance_miles: 798, actual_duration_hours: 13.0, fuel_gallons_used: 106.7, average_mpg: 7.48, idle_time_hours: 10.0, trip_status: Completed
trip_id: TRIP00002190, load_id: LOAD00002190, driver_id: DRV00126, truck_id: TRK00020, trailer_id: TRL00105, dispatch_date: 2022-01-28, actual_distance_miles: 2312, actual_duration_hours: 39.1, fuel_gallons_used: 390.5, average_mpg: 5.92, idle_time_hours: 10.6, trip_status: Completed
trip_id: TRIP00002191, load_id: LOAD00002191, driver_id: DRV00061, truck_id: TRK00105, trailer_id: TRL00062, dispatch_date: 2022-01-28, actual_distance_miles: 681, actual_duration_hours: 10.6, fuel_gallons_used: 107.6, average_mpg: 6.33, idle_time_hours: 9.7, trip_status: Completed
trip_id: TRIP00002192, load_id: LOAD00002192, driver_id: DRV00049, truck_id: TRK00049, trailer_id: TRL00165, dispatch_date: 2022-01-28, actual_distance_miles: 653, actual_duration_hours: 10.4, fuel_gallons_used: 91.7, average_mpg: 7.12, idle_time_hours: 7.7, trip_status: Completed
trip_id: TRIP00002193, load_id: LOAD00002193, driver_id: DRV00065, truck_id: TRK00093, trailer_id: TRL00069, dispatch_date: 2022-01-28, actual_distance_miles: 1689, actual_duration_hours: 28.5, fuel_gallons_used: 279.2, average_mpg: 6.05, idle_time_hours: 4.7, trip_status: Completed
trip_id: TRIP00002194, load_id: LOAD00002194, driver_id: DRV00051, truck_id: TRK00029, trailer_id: TRL00085, dispatch_date: 2022-01-28, actual_distance_miles: 97, actual_duration_hours: 1.6, fuel_gallons_used: 16.1, average_mpg: 6.03, idle_time_hours: 6.8, trip_status: Completed
trip_id: TRIP00002195, load_id: LOAD00002195, driver_id: DRV00061, truck_id: TRK00072, trailer_id: TRL00048, dispatch_date: 2022-01-28, actual_distance_miles: 755, actual_duration_hours: 11.9, fuel_gallons_used: 119.5, average_mpg: 6.32, idle_time_hours: 4.5, trip_status: Completed
